,target8
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,0.57438314
CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,0.1567844
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,0.8313624
CC(C)(C)NC1=NC(=NC(=N1)NC2CC2)SC,0.9054554
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,0.60302144
CCC1(CC(=O)NC(=O)C1)C,0.11689228
C(=S)(C(=S)N)N,0.13273665
C[Hg]Cl,0.9899492
[Hg+2],0.8784929
CCCCCCCCCCCCN=C(N)N,0.18051887
C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O,0.4482682
CC(C)CCOC(=O)C=CC1=CC=C(C=C1)OC,0.15858845
C1CN2CCC1/C(=C(/COC3=CC4=C(C=C3)C5=CC=CC=C5N4)\F)/C2,0.7535955
C[C@H](C1=CC=C(C=C1)CC(C)C)C(=O)NS(=O)(=O)C,0.406729
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.70560896
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2Br,0.7779487
C[C@H]1[C@H](CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,0.48032796
CC1=CC(=CC(=C1)C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)C,0.4749454
CC1=C(C=CO1)SSC2=C(OC=C2)C,0.9127892
CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,0.8911587
CC1C(=C(C(=O)O1)O)C,0.12434069
CCCCCC1=CC=CO1,0.57293934
C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,0.9939143
C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,0.18327042
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,0.8084335
CC(C)COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,0.21054897
CC1(C2=CC=CC=C2N(C3=CC=CC=C31)CCCN(C)C)C,0.37976706
CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,0.4148113
CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N,0.45261496
C1=CC2=C(C=C1O)OC(=O)S2,0.21465187
CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-],0.91944903
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,0.7397869
C1=CC2=C(C=C1S(=O)(=O)O)C(=O)/C(=C\3/C(=O)C4=C(N3)C=CC(=C4)S(=O)(=O)O)/N2,0.4690634
CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.O.O.[Cr].[Cr].[Cr],0.39288214
C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,0.95653105
C=C[C@H]1CN2CCC1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,0.48827732
CC1=NC2=C(C=C(C=C2)NC(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C)C(=C1)N,0.50210005
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)O,0.58411855
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,0.54007
C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.8270244
CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C(C=C4)N(C)C)C=C3)C.CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C(C=C4)N(C)C)C=C3)C.C1=CC=C2C(=C(C(=CC2=C1)C(=O)O)[O-])CC3=C(C(=CC4=CC=CC=C34)C(=O)O)[O-],0.93808925
C1=C(C=C(C=C1C(=O)Cl)C(=O)Cl)C(=O)Cl,0.9320607
CCCCCCCCN1C(=O)C(=C(S1)Cl)Cl,0.9157074
O=[Zr].Cl.Cl,0.23477146
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.4269091
C1=CC=C(C=C1)CN=C=S,0.9476957
CCOC1=CC=C(C=C1)N,0.79156065
C1CCN(CC1)CC2COC3=CC=CC=C3O2,0.19485117
COC1=C(C(=CC(=C1)S(=O)(=O)N)C(=O)NCC2CCCN2CC=C)OC,0.42283243
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,0.5222604
[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)N)O)O,0.39146438
CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,0.40595898
CCC(CC1=C(C(=C(C=C1I)I)O)I)C(=O)O,0.17895931
CC(C#CC(C)O)O,0.64642125
CC1=CC2=C3C(=C1)C(=N[C@H](C(=O)N3CC2)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5,0.7572427
CCC1=C2C(=CC(=C1)C3=C(N([S+](=O)(C4=CC=CC=C43)[O-])C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2,0.7707035
C1=CC(=CC=C1N=C=O)Cl,0.5477303
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.26140317
C1=CC(=S)N(C=C1)[O-],0.96869946
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)[O-])C,0.7610556
C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)[O-])N,0.68129134
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,0.41531423
C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,0.4129777
C(C(=O)CCl)Cl,0.9895466
CCC(=NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C)[O-],0.4066969
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,0.8501446
CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],0.496169
C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)C(F)(F)F,0.5610754
C1=CC(=C(C=C1C(F)(F)F)N)S,0.634999
COC1=C(C=C(C=C1)CNCC(COC2=CC3=C(C=C2)NC(=O)C=C3)O)OC,0.46519053
C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,0.51616013
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.9214501
CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,0.37965828
C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,0.69284207
C1=C(NC=N1)C[C@@H](C(=O)O)N,0.2441658
CCOC1=CC=C(C=C1)[N+](=O)[O-],0.64309716
CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,0.54476184
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.31904122
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0.5375809
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,0.91682523
CC(C)C[C@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,0.42437592
C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3,0.72134465
CC(=O)NC1(CCN(CC1)CC[C@]2(CN(C(=O)CO2)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC(=CC=C5)F.C(CC(=O)O)C(=O)O,0.51695687
CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC(=NC=C3N2CC(=O)NC4=NC=C(C=C4)Cl)OCCOC,0.7373473
CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br,0.65118986
CCOC(=O)C1=CC=C(C=C1)C2CCC(CC2)NC[C@@H](COC3=CC(=C(C=C3)O)NS(=O)(=O)C)O,0.41157067
CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CCN(C)C)C,0.39993155
CCCCCCC/C=C/C=O,0.21703815
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3,0.38253328
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0.46884355
CCOC(C)(C)C,0.17578886
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C,0.5089136
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)OC2=C(C(=C3C(=C2C)CC[C@@](O3)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)/C)/C,0.7861864
C[N+](C)(C)CCCC(=O)OC,0.14873622
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCC(=O)N3,0.47648206
CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,0.7348814
CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,0.8455656
COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F,0.73904914
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,0.31265938
CCNC1(CCCCC1=O)C2=CC=CS2,0.16448842
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,0.49538344
CC(CC1=CC(=C(C=C1OC)Br)OC)N,0.1994734
CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,0.41419455
CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,0.9215637
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O,0.38933265
CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,0.38284665
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0.3949436
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O,0.480717
CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,0.5934655
CC(CC1CCCCC1)NC,0.14856306
C(CSSCCO)O,0.1681216
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,0.87618375
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,0.7890813
CC(C)(C1=CC=CC=C1)C2=CC=CC=C2,0.12849139
C1=CC(=C(C=C1C(Cl)(Cl)Cl)Cl)Cl,0.6744454
C1CCC2=NCCCN2CC1,0.2000311
C1=C(N=C(N=C1Cl)N)Cl,0.65763456
C1CC2CCCC3C2C(C1)C(=O)C3=O,0.9013756
CC1(C(=O)N(C(=O)N1Br)Cl)C,0.18763721
C(SC#N)SC#N,0.99663615
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.6819224
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,0.3845818
CC[C@H](C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,0.34705573
C[S+](C)CCC(C(=O)O)N,0.124411166
C1=C(N=C(S1)N)/C(=N\OCC(=O)[O-])/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)[O-])COC(=O)N,0.48673895
CC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)C,0.33519626
CCCCCCOC(=O)C1=CN=CC=C1,0.16406319
COC1=CC=C(C=C1)C2=C(ON=C2C3=CC=C(C=C3)OC)CC(=O)O,0.48095205
CC(=C1C=CC=CC1=O)NCC2=CC=CC=C2,0.21152556
CCCC(C)(COC(=O)N)COC(=O)NC1CC1,0.18857242
CN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)Cl,0.92160285
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCC(CO)O)O,0.41073537
COC1=CC(=C(C=C1N)OC)Cl,0.63805586
CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.77309436
CC[Sn](CC)(CC)Br,0.9971205
C=CC(=O)OCCOC1=CC=CC=C1,0.89925945
C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,0.673213
CCOC(=O)CC1=CC=CC(=C1)C2=C(C=CC(=C2)CCCCCCC3=CC(=C(C=C3)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C5=CC(=CC=C5)CC(=O)OCC)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,0.50540406
CCC1=C2C=CC=C(C=C2C(=C1)S(=O)(=O)[O-])C(C)C,0.48196274
C1CN2C(=O)[C@@H](N=C(C3=C2C1=CC=C3)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,0.9659592
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,0.7284835
CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,0.8758245
CCN(CC)C1=CC(=CC=C1)O,0.4761627
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,0.95185924
CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,0.33438227
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,0.28056985
CN(C)CCOC(=O)C=C,0.122730814
C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,0.9713274
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,0.33660844
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,0.43012264
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,0.7477711
CC1=C(C=C(C=C1)N)OC,0.6497989
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,0.96720403
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,0.7338569
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,0.2904055
CCCCC1=CN=C(C=C1)C(=O)O,0.14207938
CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C,0.51328695
CCOP(=O)(C(=O)N)[O-],0.233262
CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,0.60773396
CC(C)NCC(COC1=CC=CC=C1N2C=CC=C2)O,0.22097433
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+],0.30108535
CCCCCCC#CC(=O)OC,0.18170123
C/C=C/C=C/CO,0.25231746
CCOC(=O)[C@]1([C@H](C2=CC=CC=C2O1)N)C3=CC=CC=C3,0.7925909
CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,0.7769199
CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,0.49517307
CCCCCCCCCCCCOS(=O)(=O)[O-],0.21920224
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,0.98157436
CO/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-],0.5523937
CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,0.61099523
CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,0.3886354
COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg].O,0.22186992
CCCCCCCCC(=O)Cl,0.15474254
C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,0.9874566
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,0.9169398
C(C[C@@H](C(=O)O)N)CN,0.12585928
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.8724737
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0.73814005
CCN(CC)CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,0.31265014
CC(CC1=CC2=C(C=C1)OCO2)N,0.2256778
CCCCOC(=O)C1=CC=CC=C1N,0.109102555
B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,0.8155016
C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,0.40780178
C1CC(NC1)C(=O)O,0.15091635
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,0.40142238
CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,0.4500749
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-],0.43098122
CC(C(=O)O)OC1=C(C=CC(=C1)Cl)Cl,0.15905634
C1CCN(C1)CCCl,0.15369435
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,0.42368236
C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,0.8786859
Cl[Pd]Cl,0.23338751
CCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.8464882
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0.5192239
C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,0.5417411
C1(=O)NC(=O)N(C(=O)N1Cl)Cl,0.17319927
C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-],0.35201406
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,0.36828724
CCN(CC)CCOC(=O)C1=CN=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.35982013
C(CS(=O)(=O)[O-])CS(=O)(=O)[O-],0.32244214
CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,0.43253267
C1=CC(=CC=C1OC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3O)I)I)Cl)Cl,0.96831
C1=C(C=C(C(=C1Cl)O)S(=O)C2=CC(=CC(=C2O)Cl)Cl)Cl,0.9447002
