,target3
CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],0.34784755
C=C[C@H]1CN2CCC1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,0.44527298
CC1=NC2=C(C=C(C=C2)NC(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C)C(=C1)N,0.6432865
CC1=NC=C(C(=C1O)CN)CO,0.24397603
C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N,0.1770513
CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C(C=C4)N(C)C)C=C3)C.CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C(C=C4)N(C)C)C=C3)C.C1=CC=C2C(=C(C(=CC2=C1)C(=O)O)[O-])CC3=C(C(=CC4=CC=CC=C34)C(=O)O)[O-],0.77358305
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,0.6766145
CC(C)(CO)N,0.03714939
C1=C(C=C(C=C1C(=O)Cl)C(=O)Cl)C(=O)Cl,0.47410616
CO[Si](CCCS)(OC)OC,0.024530482
C1=CC=C(C=C1)CN=C=S,0.8018947
CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,0.6467712
CCOC1=CC=CC(=C1)N,0.28183132
CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,0.11747345
CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC,0.56335175
C1=CC(=CC=C1N=C=O)Cl,0.7506359
CCCCC(CC)COC(=O)C1=CC=CC=C1O,0.078983895
C1=CC(=C(C=C1C(F)(F)F)N)S,0.3461074
CC1=C(C(=CC=C1)CC2=CN=CN2)C,0.634069
CCOC(=O)CC(=O)OCC,0.021695191
CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC,0.2886927
CC(C1=CC=CC=C1)NN,0.45069978
CCN(CC)C(C)C(=O)C1=CC=CC=C1,0.17194116
C1=C(NC=N1)C[C@@H](C(=O)O)N,0.18516847
CC1=CC=CC=C1CO[C@H]2C[C@@]3(CC[C@]2(O3)C)C(C)C,0.17738114
C1=CC(=CC=C1C(=O)O)NN,0.5269156
COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,0.895616
COC(=O)NN,0.1754037
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.44199103
CCCCCCCCCCCCCCCCCCOCC(CO)O,0.084134445
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0.40916649
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,0.6385874
C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-],0.49287134
CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br,0.1815771
CC1=C(C(=CC=C1)C)NC(=O)CN(CC(=O)O)CC(=O)O,0.45263004
CCCCCCCCCCCCCCCCN,0.051576238
COC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC(=O)N3CCOCC3,0.6028024
CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CCN(C)C)C,0.5696575
CCCCCCC/C=C/C=O,0.062490046
COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,0.51140124
CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N\O)/CC[C@H]34,0.07964842
CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,0.8289091
CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,0.52749306
C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,0.7225761
CCN(CC)O,0.03097384
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0.20971324
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O,0.57566035
CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,0.027677707
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,0.33955917
C[C@@H]1CCC[C@@H](N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,0.35540238
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,0.79385
CCCCC,0.064468436
C1=CC=C(C=C1)C(=O)CBr,0.8073846
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,0.5785974
CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,0.79704285
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.09841841
CCCC(C)(COC(=O)N)COC(=O)NC1CC1,0.14096275
CC(=O)NC1=CC(=C(C=C1)C(=O)OC)OC,0.36897403
CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl,0.30600888
C1=CC(=C(C=C1N)C(F)(F)F)[N+](=O)[O-],0.27900428
CCOC(=O)C1=CC(=C(C=C1)O)O,0.23860928
C1CNCCC1(C2=CC=C(C=C2)Cl)O,0.4378684
C1CN(CCN1)C2=CC=CC=C2Cl,0.5646603
C1CN(CCN1)C(=O)C2=CC=CO2,0.30345467
CC(=O)C1=CC(=C(C=C1)O)C(=O)N,0.14694808
CCCC(=O)NC1=CC(=C(C=C1)O)C(=O)C,0.56241405
C1CNCCC1(C2=CC=CC=C2)O,0.29480156
CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.22507963
C1=CC=C2C(=C1)C(=NC2=N)N,0.8633047
CC1=CC=C(C=C1)N(CCO)CCO,0.43273416
C1=CC(=CC=C1N)F,0.27672964
CCOC1=CC(=C(C=C1C(=O)C)OCC)OCC,0.465514
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,0.81402427
CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,0.26563802
CCOC1=CC=CC=C1C(=O)N,0.6225546
CNC1=NC=NC2=C1NC=N2,0.96154135
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,0.6074019
CC1(CO[C@H](CN1)CC(=O)O)C,0.096198685
CC(C)(C)C(/C(=C\C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O,0.84067273
CC1=C(C=CC(=C1)[N+](=O)[O-])N,0.49613118
CC1=C(C=CC=C1[N+](=O)[O-])N,0.56855386
CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,0.5186931
CCCCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,0.040740333
CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,0.66455376
C1=CC=C(C(=C1)CO)O,0.15783966
CCC(C)OC(=O)N1CCCCC1CCO,0.09169489
CCN(CC)CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,0.4582823
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O,0.036140732
C1=CC(=C(C=C1N)N)S(=O)(=O)O,0.50806653
C1CCN(C1)CCCl,0.02758704
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,0.0635925
C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,0.76633054
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,0.74455357
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,0.07823541
C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,0.71415806
C1=C(OC(=C1)[N+](=O)[O-])/C=N\NC(=O)C2=CC(=CC(=C2O)[N+](=O)[O-])[N+](=O)[O-],0.5996532
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]2([C@H]([C@H]([C@@H](O2)O)O)O)CO)O)O)O)O,0.029697848
CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl,0.4069259
CC(C1=CC=CC=C1)NNC(=O)C2=CC=CC=C2,0.9893728
C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl,0.6512618
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,0.638311
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NN,0.28933698
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,0.5536143
COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)OC,0.5118919
CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,0.6296942
CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,0.09041922
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3CC3,0.6125059
C1=CC=C2C(=C1)C(=O)NC3=C(O2)C=CC(=C3)Cl,0.80930537
C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,0.47976485
CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,0.43077186
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,0.48885608
CCCCCCCCP(=O)(O)O,0.015969355
C1=CN=CC=C1CCCC2=CC=NC=C2,0.80965084
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,0.15860869
CC(C(C1=CC=CC=C1)O)N(C)C/C=C/C2=CC=CC=C2,0.61401755
C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)Cl,0.6728697
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,0.5367341
COCCOCC(OC)OC,0.013315278
C1CN(CCN1)C2=CC=CC=C2,0.1504355
CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)C,0.24754865
CC1=NC2=C(CC3=C(O2)C=CC(=C3)C(C)C(=O)OCC(=O)N(C)C)C=C1,0.8949696
C1=CC(=C(C(=C1O)Cl)Cl)Cl,0.51675653
C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,0.37662277
C(CCC(=O)O)CCN,0.0579709
CC1CCCCC1NC(=O)NC2=CC=CC=C2,0.81342155
C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0.3064407
C1=CC=C(C=C1)CCBr,0.15154514
CC(C)(CCl)C(=O)Cl,0.016316455
CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,0.5675318
C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,0.36829478
CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,0.19996244
CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,0.118363276
C(C(=O)O)N,0.056936115
C1CCCN(CCC1)CCN=C(N)N,0.2996332
C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,0.8859632
C1C[C@@H](CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5,0.40782866
C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.02122113
CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,0.5388158
CC(C)OC(=O)C1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)O,0.52188796
CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31,0.55183387
CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O,0.32534418
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,0.1689581
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,0.1151364
C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.35945818
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,0.4407483
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,0.24860491
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,0.026834005
CCCOC(=O)C1=CC=C(C=C1)O,0.6809345
CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl,0.2659615
CCCCCCCCOC1=CC=C(C=C1)C(=O)O,0.60010314
C1CC(C2=CC=CC=C2C1)C3=NCCN3,0.61487913
CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,0.613977
C12C(NC(=O)N1)NC(=O)N2,0.2905011
CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,0.90958494
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,0.47129574
C1=CC(=C(C=C1NC(=O)N)Cl)Cl,0.7928761
C1C(C(CS1(=O)=O)(Cl)Cl)(Cl)Cl,0.37845063
C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,0.7668513
COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,0.7734928
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,0.58058304
CCOC1=NC=C(C(=O)N1)F,0.19178161
C1CC(CCC1=O)(C#N)C2=CC=C(C=C2)F,0.4052463
CC1=CC=C(C=C1)C(C)OC(=O)C2(CCC(C2(C)C)C(=O)O)C.C(CO)NCCO,0.17079526
CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O,0.39178425
C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,0.4100227
C1=CC(=C(C(=C1)Cl)CN2C=NC3=C2N=CN=C3N)F,0.649026
COCCC1=CC=C(C=C1)OCC2CO2,0.2951651
C#CC1=CC=C(C=C1)C2=CC=CC=C2F,0.5546949
CC1(CCCCC1)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,0.7001417
C/C=C(/C(=C/C)/C1=CC=C(C=C1)OC(=O)C)\C2=CC=C(C=C2)OC(=O)C,0.6987995
C1C2CN(CC1CN(C2)C(=O)C3=CC=C(C=C3)N)CC4=CC=CC=C4,0.57933223
CC(C)(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0.61645305
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O,0.11771374
CC1=C(OC(=O)O1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](C4=CC=CC=C4)N)(C)C,0.09298925
CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,0.21827516
CCOC(=O)C(=O)CCCCCCl,0.038352948
C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)F,0.79140985
CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,0.794526
C1=CC=C(C(=C1)C=O)[N+](=O)[O-],0.5978814
C1=CC(=CC=C1C=O)[N+](=O)[O-],0.74614394
CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,0.5084318
C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,0.22400212
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0.119330175
CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.68027174
CC(=O)C1=CC=C(C=C1)OCC(=O)N2CCCCC2,0.74656266
CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,0.41155085
CC1=C(C=CC=C1Cl)N,0.44105506
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CCC3=CC(=C(C=C3)OC)OC,0.3432652
CCCCNS(=O)(=O)C1=CC=CC=C1,0.11992813
CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,0.6958359
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,0.39079395
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O,0.33576396
CCCCCCOC1=CC=C(C2=CC=CC=C21)C(=N)N(CCCC)CCCC,0.57804924
C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)F)C=C2C(=O)NC4=CC5=C(C=C4)NC=C5,0.77179396
COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],0.71761525
C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,0.08251731
CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O,0.06887389
C[C@H]([C@@H](C(=O)O)N)O,0.070024304
CCNC(=O)/C=C/C1=CC(=CC=C1)Br,0.48626867
CN(C)C1=CC=C(C=C1)SC#N,0.80160093
CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,0.44932488
CCOC(=O)CC(=O)C1=CC=CC=C1,0.1965468
CC1C(C(CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,0.1259387
C1=CC=C2C(=C1)NC(=N2)NC(=O)N,0.66832954
CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)OC)OC,0.539313
COC1=C(C=C(C=C1)CCNC[C@@H](C2=CC=C(C=C2)O)O)OC,0.52964586
CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C,0.42539737
CC(C)(C)NCC(C1=CC=CC=C1Cl)O,0.3749539
CC1=CC=C(C=C1)S(=O)(=O)O.O,0.21403238
CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,0.56953156
CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,0.26905346
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,0.19417962
C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,0.056291845
C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,0.75008106
CC(=S)N,0.0831504
CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,0.64810705
C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,0.7483397
CC(=O)OC1=C(C=C(C=C1)[N+](=O)[O-])CCl,0.61570793
CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C,0.644466
C1=CC(=O)NC=C1C(=O)O,0.26409724
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,0.6124889
CC1=NC2=C(C=C1)C=CC(=C2)Cl,0.53049636
C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O,0.8843034
CC1=CN=C(C(=C1OC)C)CSC2=NC3=C(N2)C=C(C=C3)OC,0.48787507
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,0.1404925
C/C(=C(\C1=C(C=C(C=C1)Cl)Cl)/OCCOC2=CC=C(C=C2)Cl)/N3C=CN=C3,0.60440993
C1CC2C[C@H]1[C@H]3[C@@H]2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N,0.15871535
C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,0.60766226
C1=CC=C(C(=C1)C(=O)OCC(CO)O)N,0.4493721
CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,0.46884915
CN(C)CCN1CCN(C1=O)C2=CC(=CC=C2)Cl,0.43422142
CCOC(=O)OC1=C(C=C(C=C1)CCNC(=O)[C@H](CCSC)NC(=O)C)OC(=O)OCC,0.2904537
CC(C)NCCCC1(C2=CC=CC=C2C3=CC=CC=C31)C(=O)N,0.46958435
C1=CC=C(C(=C1)CCO)[N+](=O)[O-],0.28896704
COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,0.93655854
CCC1=CC=C(C=C1)Br,0.20235088
CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl,0.14650539
CCCC(=O)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,0.5620349
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,0.46592394
C1=CC=C(C=C1)OC(=O)C2=C(C3=CC=CC=C3C=C2)O,0.9153753
CN[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,0.9314533
