,target1
C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,0.31167597
CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,0.44423985
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,0.56629765
CC(C(C1=CC=CC=C1)O)N(C)C/C=C/C2=CC=CC=C2,0.20829211
C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)Cl,0.16026793
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,0.22767502
COCCOCC(OC)OC,0.14809339
C1CN(CCN1)C2=CC=CC=C2,0.13357466
CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)C,0.5882193
C(CCC(=O)O)CCN,0.13724822
C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0.16205008
CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,0.15897554
CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,0.30390882
CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,0.2917924
C(C(=O)O)N,0.15854248
C1CCCN(CCC1)CCN=C(N)N,0.13622428
CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.24677904
C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.47203046
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,0.42939806
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,0.46219712
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,0.17724615
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,0.1472335
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,0.17950651
CCOC1=NC=C(C(=O)N1)F,0.12176801
C1CC(CCC1=O)(C#N)C2=CC=C(C=C2)F,0.15183026
CC1=CC=C(C=C1)C(C)OC(=O)C2(CCC(C2(C)C)C(=O)O)C.C(CO)NCCO,0.30709204
CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O,0.36026326
C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,0.25232708
C1=CC(=C(C(=C1)Cl)CN2C=NC3=C2N=CN=C3N)F,0.21369247
COCCC1=CC=C(C=C1)OCC2CO2,0.12909827
C#CC1=CC=C(C=C1)C2=CC=CC=C2F,0.1326501
C/C=C(/C(=C/C)/C1=CC=C(C=C1)OC(=O)C)\C2=CC=C(C=C2)OC(=O)C,0.33108932
C1C2CN(CC1CN(C2)C(=O)C3=CC=C(C=C3)N)CC4=CC=CC=C4,0.2594553
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O,0.6541587
CC1=C(OC(=O)O1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](C4=CC=CC=C4)N)(C)C,0.5555044
CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,0.60836864
CCOC(=O)C(=O)CCCCCCl,0.12688933
C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)F,0.24463813
CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,0.19874403
CC1=CC(=C(C=C1)N)C,0.14176466
C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,0.3741284
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0.3402785
C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,0.22309555
C[C@H]([C@@H](C(=O)O)N)O,0.15427738
CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,0.18158358
CC1C(C(CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,0.62249076
CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,0.1431037
C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,0.23541181
CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C,0.3549879
C1=CC(=O)NC=C1C(=O)O,0.13233724
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,0.20166811
CC1=NC2=C(C=C1)C=CC(=C2)Cl,0.14800712
CC1=CN=C(C(=C1OC)C)CSC2=NC3=C(N2)C=C(C=C3)OC,0.23089878
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,0.72435147
C/C(=C(\C1=C(C=C(C=C1)Cl)Cl)/OCCOC2=CC=C(C=C2)Cl)/N3C=CN=C3,0.27109623
C1CC2C[C@H]1[C@H]3[C@@H]2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N,0.36527616
C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,0.28608477
C1=CC=C(C(=C1)C(=O)OCC(CO)O)N,0.15072319
CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,0.23360547
CN(C)CCN1CCN(C1=O)C2=CC(=CC=C2)Cl,0.17040774
CCCCCCCCCOCC1CO1,0.088753074
CCOC(=O)OC1=C(C=C(C=C1)CCNC(=O)[C@H](CCSC)NC(=O)C)OC(=O)OCC,0.4249383
CC(C)NCCCC1(C2=CC=CC=C2C3=CC=CC=C31)C(=O)N,0.20496035
COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,0.5826359
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3C24[C@H]1CC[C@@](O3)(OO4)C)C,0.41560137
C1=CC(=CC=C1[C@@H](C(=O)O)N)O,0.18530539
C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,0.24497202
CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,0.27940413
C1=CC=C(C=C1)CNC(=O)CCCl,0.12649485
CC(C)CCCC(C)NCCC(C)C,0.13191006
CC1=CC(=C(C(=C1O)C)C)O,0.12620206
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,0.5537786
C[C@@H]1CN(C[C@@H](N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,0.36163667
CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,0.3583409
CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC,0.52559805
CCCCC=C,0.16706723
C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],0.1530413
CC1=NC(=NC(=N1)N)N,0.14742784
CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(C)C,0.23253798
CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N,0.21235017
C1=CC=C2C(=C1)C(=O)OC2=O,0.1278056
C1=CC(=C(C=C1[C@H](CN)O)O)O,0.15984741
CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,0.58220357
COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-],0.21461244
CC(C)(C(Cl)(Cl)Cl)O,0.14317259
C1=CC=C2C(=C1)C(=O)N(C(=O)N2)CCCl,0.16168448
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,0.5019132
C(C(C(=O)O)N)S,0.14086124
CC1=NC=C(C(=N1)N)CN(/C(=C(\SS/C(=C(\N(C=O)CC2=CN=C(N=C2N)C)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O,0.5572036
CC(=O)NO,0.16057628
C(Cl)(Cl)Br,0.16039875
CNC(=O)C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NC)I)I)C(=O)O)I,0.48769677
CC(C)OC(=O)CCCCC(=O)OC(C)C,0.1282412
CC1=C(N=CN1)C2=CC=C(C=C2)Cl,0.13327686
C1COCCN1CCOC(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F,0.31485882
C1COCCN1CCN2C=NC=C2[N+](=O)[O-],0.17101958
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,0.17079309
CCOC(=O)C(=O)CCC1=CC=CC=C1,0.13979684
CCOC(=O)C(=O)C1=CSC(=N1)NC=O,0.14504819
CO/N=C(\C1=CSC(=N1)NC(=O)CCl)/C(=O)O,0.21591945
CCN1CCCC1CNC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,0.27813703
CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,0.18981288
CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,0.27734417
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF,0.43593246
CN1CCC[C@@H]1C2=CN=CC=C2,0.14817278
CCCC1CCCCN1,0.15868524
COC(=O)C1=C(N=C(C(=N1)Cl)Cl)N,0.18784404
CC(=O)OCC[N+](C)(C)C,0.14027016
C1=CC=C(C=C1)CCCC(=O)[O-],0.13411415
CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,0.35339677
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,0.21812877
CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,0.39865407
CCC(CC)(CNC(=O)CCCO)C1=CC(=CC=C1)OC,0.16719985
COC1=C2CCCCC(C2=NC=C1)S(=O)C3=NC4=CC=CC=C4N3,0.32335132
CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,0.3090196
CCCC1=CC(=C(C=C1)OCC(=O)N2CCN(CC2)C(=O)COC3=C(C=C(C=C3)CCC)OC)OC,0.41594622
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O,0.18093984
CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,0.14739603
C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CBr)F,0.27877596
CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,0.18583985
C(/C=C/C(=O)O)N,0.13238418
C[N+](CCCl)(CCCl)[O-],0.14142899
CCCCOCCOCCOCCCC,0.14592844
CN1CCC(C(C1)C(=O)C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)O,0.23739646
C1=CC=C(C=C1)CCI,0.13373637
CCCCCCCC/C=C\CCCCCCCCN,0.14210314
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,0.16614488
C1=CC2=C(C(=C1)Cl)N=C(S2)N,0.15676871
CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0.16258131
CCN(CC)CCNC(=O)C1C(=C(N=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C(C(C(=O)O)O)C(=O)O,0.4388595
CC(C)C(=O)NC1=CC=CC(=C1)C2CN3CCSC3=N2,0.18517965
CC1=NC(=C(O1)C2=CC(=C(C=C2)S(=O)(=O)N)F)C3CCCCC3,0.34156895
CC(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,0.14819989
CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,0.36386338
CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O,0.30529317
CCC(=O)O[C@H]1CCC2C3CCC4([C@H](CCC4C3CCC2=C1)OC(=O)CC)C,0.3296632
COC1=C(C=C2C(=C1)CCC2=O)OC,0.14839466
C1CNCCC1N2C3=CC=CC=C3NC2=O,0.15226865
C1CNCCC1N2C3=C(C=C(C=C3)Cl)NC2=O,0.1666703
CN(C)CCN(C)C,0.15298633
CC(C)C(C)C,0.15616912
C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,0.16747306
C(CN)CNCCSP(=O)(O)O,0.1328136
CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,0.21796729
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@]35[C@H](O5)C[C@@H]4C6=COC(=O)C=C6)C)O,0.7968446
CC1=C(C2=CC=CC=C2C(=C1)O)O,0.17766847
C/C(=N\NC(=O)C1=CC=NC=C1)/C(=O)O,0.16731808
COC1=CC2=C(C=C1)C(=O)CCC2,0.12701878
C1CCC2(C1)CC(=O)NC(=O)C2,0.12516384
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl,0.35905445
C[C@@H](NCC(CN[C@@H](/C(=N\O)/C)C)(C)C)/C(=N\O)/C,0.39294294
CCC1=CC2=CC(=C(C=C2C(=N1)CC3=CC=CC=C3)OC)OC,0.23216286
CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC,0.30173638
C[C@@H](C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O,0.44397286
CC[S+](C)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.41443816
CCOC(=O)C1=CC(=O)C2=C(O1)C=CC=C2OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)OCC)OC(=O)[C@H](CCCCN)N,0.47964317
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O,0.38730043
CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,0.24942827
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,0.32844716
COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,0.17888023
C12=C(NC(=O)N1)NC(=NC2=O)[O-],0.14906494
CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl,0.71460855
CC1CCC2=NC=CN=C12,0.1389996
CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,0.13890348
CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C,0.3013766
CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br,0.20044301
C1CCC(CC1)NC(=O)N(CCCl)N=O,0.13354911
CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,0.14508508
CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCCC(CCCCC(=O)OC)SC(=O)C)/C,0.36493662
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H](CS3)O)O)O,0.49309435
CC(C)NC(=O)C1=CC=C(C=C1)C=O,0.13951544
CCCCOCCOC(=O)C1=CN=CC=C1,0.13874327
CC1=C2C(=C(C=C1)[N+](=O)[O-])[Hg]O2,0.18531428
COC1=CC(=CC(=C1OC)OC)CC#N,0.13668773
CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C,0.42831674
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC,0.72642905
CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O,0.1751695
CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2,0.19784957
CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,0.30881017
C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,0.14552838
CCCCC(CC)CNCC(CC)CCCC,0.13955899
C[C@@H]1CCC(=C(C)C)C(=O)C1,0.15864392
CC1=CC=CC=C1C(=O)O,0.12684903
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,0.15816645
COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC,0.3403836
CCC(C)(C)C(=O)O,0.13755165
C1=CC(=CC(=C1)O)N,0.12547185
C1=CC(=C(C=C1Cl)N)Cl,0.1261715
C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O,0.3245514
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,0.19651331
CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)OC,0.1902575
CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,0.72473854
CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,0.62593573
CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,0.9961903
CC1=CC(=CC=C1)OC(=O)C,0.12281275
CCO[C@H]1[C@@H]([C@H]([C@H](O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O,0.4339687
CC1=CC2=C(C=C1)C=C(C=C2)C,0.14343603
C(C#N)C(=O)NN,0.14746664
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,0.61582714
C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,0.6535184
CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C,0.16524562
C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,0.15140948
C1CC1C(C2CC2)NC3=NCCO3,0.13822623
CCC(/C=C\Cl)(C#C)O,0.13107988
CC1=CC(=C(C=C1)Cl)O,0.14267135
C[C@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,0.73086524
CCC(C)C(C(=O)O)N,0.13686006
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,0.77824265
C1=CC(=C(C=C1N)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N)S(=O)(=O)O,0.35600927
C1CC2=C(C=CC=C2O)C(=O)C1,0.14091612
CCN1CCCC1CN,0.15854493
CC(=O)O[C@@H]1CC2C3CCC4=C(C3CCC2([C@H]1OC(=O)C)C)C=CC(=C4)OC(=O)C5=CC=CC=C5,0.41658062
C1=CC2=C(C=CN2)C(=C1)O,0.12444954
C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,0.28777492
COC1=C(C=C2C(=C1)C(=NC(=N2)Cl)N)OC,0.18231072
C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O,0.17022306
CC(=O)C1=CC2=CC=CC=C2S1,0.13633424
C1=CC(=CC=C1S(=O)(=O)NC(=O)N)Cl,0.1449653
CCCCO,0.17179263
CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,0.23898388
C1=CC=C(C(=C1)[N+](=O)[O-])Cl,0.16853377
CC(=CC(=O)OC)N,0.1424704
C1[C@H](NCS1)C(=O)O,0.13222186
CC(C)CCCC(C)N,0.14049141
C1=CC=NC(=C1)CO,0.14408018
C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,0.38525617
CCCCCCCCCCCCCCCCCCN(C)C,0.1573131
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,0.17181666
C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F,0.24818654
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0.24356113
CN1CCN(CC1)C2=NN=C3C(=C2)N(C4=CC=CC=C4O3)C,0.23798355
CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,0.1630189
CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],0.28777942
