,target7
CC1=CC(=O)OC2=CC(=CC(=C12)O)O,0.50531715
C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,0.7357588
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,0.87623006
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,0.89044064
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,0.63564247
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,0.33359897
CC1CN1P(=O)(N2CC2C)N3CC3C,0.17344174
C1=NC2=C(N1)C(=S)N=CN2,0.37042353
[Hg+2],0.7259415
C1=CC=C2C=C3C=C(C=CC3=CC2=C1)Cl,0.7520707
C1CN2CCC1/C(=C(/COC3=CC4=C(C=C3)C5=CC=CC=C5N4)\F)/C2,0.611327
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.4331738
CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,0.5563953
CCCCCC1=CC=CO1,0.19418156
C1=NN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0.4058881
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,0.822292
CCCCCCCCCCCCCCN1C=C[N+](=C1)C,0.90020454
[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-],0.8305638
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5,0.86517787
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,0.56170815
CC1(C2=CC=CC=C2N(C3=CC=CC=C31)CCCN(C)C)C,0.48233733
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,0.6187085
CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,0.9131576
CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N,0.5684654
CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-],0.8139225
CC1=NC2=C(C=C(C=C2)NC(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C)C(=C1)N,0.6002903
C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,0.43002462
[C@H]([C@@H](C(=O)O)S)(C(=O)O)S,0.7429
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,0.4753069
CC1=NC=C(C(=C1O)CN)CO,0.12160228
C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N,0.26815215
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.68530744
C1=CC=C(C=C1)CN=C=S,0.8523549
CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,0.8194261
CCC(CC1=C(C(=C(C=C1I)I)O)I)C(=O)O,0.29201475
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C\2/C(=O)N=C(S2)N,0.70013916
CCC1=C2C(=CC(=C1)C3=C(N([S+](=O)(C4=CC=CC=C43)[O-])C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2,0.6327279
CCCCC(CC)COC(=O)C1=CC=CC=C1O,0.2603975
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.6407919
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)[O-])C,0.3856154
CCC(=NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C)[O-],0.63999325
C=CC1=CC=C(C=C1)S(=O)(=O)[O-],0.7354662
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,0.6513951
C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)C(F)(F)F,0.2497633
C1=CC(=C(C=C1C(F)(F)F)N)S,0.08147006
C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,0.63734823
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.8160251
C1=CC(=CC=C1C2=CSC(=N2)NN)N,0.45517483
CCC1=CC=CC(=C1N([C@@H](C)COC)C(=O)CCl)C,0.8211272
CCOC1=CC=C(C=C1)[N+](=O)[O-],0.17761002
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.3471101
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0.60140675
CC(=O)NC1(CCN(CC1)CC[C@]2(CN(C(=O)CO2)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC(=CC=C5)F.C(CC(=O)O)C(=O)O,0.5996254
C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-],0.6242002
CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br,0.88866156
CCOC(=O)C1=CC=C(C=C1)C2CCC(CC2)NC[C@@H](COC3=CC(=C(C=C3)O)NS(=O)(=O)C)O,0.26993003
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.97814673
CCCCCCCCCCCCCCCCN,0.3047868
CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CCN(C)C)C,0.37550005
COC1=C(C=CC(=C1)C=C2CCCC(=CC3=CC(=C(C=C3)O)OC)C2=O)O,0.96455425
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0.2672982
CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N\O)/CC[C@H]34,0.2948542
CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,0.6946771
CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,0.49256614
C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,0.9181709
CC(CC1=CC(=C(C=C1OC)Br)OC)N,0.15432818
CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,0.67442757
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0.45738563
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O,0.67305946
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,0.05784015
CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],0.29696783
C[C@@H]1CCC[C@@H](N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,0.6121187
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,0.28644696
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,0.23842143
C1=CC=C2C(=C1)C(=O)NN2,0.16869244
C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-],0.6972586
C=CC(=O)NCNC(=O)C=C,0.7051588
C1=CC=C(C=C1)C2=CC=CC=C2N,0.41619453
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.45074016
CC[C@H](C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,0.43320832
CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,0.4578987
C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O,0.69240475
CC(=O)NC1=CC(=C(C=C1)C(=O)OC)OC,0.4099469
CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl,0.3371798
C1=CC(=C(C=C1N)C(F)(F)F)[N+](=O)[O-],0.094534524
CCOC(=O)C1=CC(=C(C=C1)O)O,0.18535759
C1CNCCC1(C2=CC=C(C=C2)Cl)O,0.3252928
C1CN(CCN1)C2=CC=CC=C2Cl,0.8091817
C1CN(CCN1)C(=O)C2=CC=CO2,0.22774008
CC(=O)C1=CC(=C(C=C1)O)C(=O)N,0.30864915
CCCC(=O)NC1=CC(=C(C=C1)O)C(=O)C,0.48851076
C1CNCCC1(C2=CC=CC=C2)O,0.3267619
CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.7610895
C1=CC=C2C(=C1)C(=NC2=N)N,0.99711037
CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,0.9955446
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,0.6209975
CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,0.59365165
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,0.45280552
CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,0.78131056
CC(=O)NNC1=CC=CC=C1,0.20127076
C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,0.9468992
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,0.57870424
CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,0.2911701
C1=CC=C(C=C1)NN=NC2=CC=CC=C2,0.48602518
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,0.8310844
CC1=C(C=C(C=C1)N)OC,0.2145209
C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.55999947
CC1(CO[C@H](CN1)CC(=O)O)C,0.16642982
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+],0.08351813
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,0.8023658
CC(C)(C)C(/C(=C\C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O,0.71727055
CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,0.54565
COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg].O,0.40612337
C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,0.5895502
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.5535321
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.7431131
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0.61462945
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O,0.13901642
C1CCN(C1)CCCl,0.1565405
CCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.33987477
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,0.10819577
C1=C(C=C(C(=C1Cl)O)S(=O)C2=CC(=CC(=C2O)Cl)Cl)Cl,0.715075
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)[O-])OC5=C3C=CC(=C5)[O-],0.38616315
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,0.68696225
COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)OC,0.2128061
CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,0.69005364
CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,0.33764386
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3CC3,0.4069695
C1=CC=C2C(=C1)C(=O)NC3=C(O2)C=CC(=C3)Cl,0.80813706
C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,0.6097168
CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,0.20182192
CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,0.46985158
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,0.62117755
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,0.7808236
CC(C(C1=CC=CC=C1)O)N(C)C/C=C/C2=CC=CC=C2,0.5995755
C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)Cl,0.30319318
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,0.59635335
COCCOCC(OC)OC,0.1472916
C1CN(CCN1)C2=CC=CC=C2,0.37056246
CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)C,0.7563902
CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,0.5438418
C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,0.5827774
C1=C(C=C(C(=C1Cl)Cl)O)Cl,0.4105344
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.5333781
C(CCC(=O)O)CCN,0.07940349
CC1=C(C=CC(=C1)O)O,0.42881712
CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,0.8123539
C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0.22014049
CC(=O)CC(=O)C1=CC=CC=C1,0.24584739
C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])CN3C=CN=N3,0.27655908
C1CCN[C@@H](C1)[C@H](C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl,0.27065614
CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,0.84100854
CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,0.566362
C(C(=O)O)N,0.09052143
C1CCCN(CCC1)CCN=C(N)N,0.12928484
CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.74730265
C1C[C@@H](CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5,0.5274488
C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.09376998
CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31,0.9750279
CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,0.7139172
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,0.39447865
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,0.25804427
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,0.5912735
C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.33687648
C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N,0.43206903
CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,0.11885628
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,0.5869918
C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,0.33565074
CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1,0.49792707
CCCCCCCCN1C(=O)C=CS1,0.8064561
CCCCCCCCOC1=CC=C(C=C1)C(=O)O,0.4810092
CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,0.9515584
C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,0.4194893
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,0.601298
C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,0.044196896
CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.6599022
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)[C@@H](C(C)C)N)C,0.118932016
COC1=CC=C(C=C1)C(=O)OC,0.20517996
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,0.40712798
CCOC1=NC=C(C(=O)N1)F,0.07612974
C1CC(CCC1=O)(C#N)C2=CC=C(C=C2)F,0.3174891
CC1=CC=C(C=C1)C(C)OC(=O)C2(CCC(C2(C)C)C(=O)O)C.C(CO)NCCO,0.35785475
CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O,0.6795306
C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,0.63295203
C1=CC(=C(C(=C1)Cl)CN2C=NC3=C2N=CN=C3N)F,0.22587843
COCCC1=CC=C(C=C1)OCC2CO2,0.26136395
C#CC1=CC=C(C=C1)C2=CC=CC=C2F,0.3209214
CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,0.6074679
C/C=C(/C(=C/C)/C1=CC=C(C=C1)OC(=O)C)\C2=CC=C(C=C2)OC(=O)C,0.9142374
C1C2CN(CC1CN(C2)C(=O)C3=CC=C(C=C3)N)CC4=CC=CC=C4,0.5678992
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O,0.27223375
CC1=C(OC(=O)O1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](C4=CC=CC=C4)N)(C)C,0.3075207
CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,0.727288
CCOC(=O)C(=O)CCCCCCl,0.19384424
C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)F,0.7993723
CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,0.7768914
CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,0.59565496
C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,0.42341575
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0.21827766
CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.57038826
C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O,0.66572225
CC1=C(C(=O)C(=C(C1=O)C)CCCCC#CCCCC#CCO)C,0.656059
CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,0.89220077
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,0.3888246
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0.2518993
CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,0.9034298
CC(C)(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],0.818419
CC(C1=CC=C(C2=CC=CC=C21)C3CCCCC3)C(=O)O,0.59004277
CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,0.9707218
CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0.40139002
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O,0.9997503
CCCCCCOC1=CC=C(C2=CC=CC=C21)C(=N)N(CCCC)CCCC,0.5690085
CC1=CC(=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=C(S3)CCC4CCCCC4)C5=CC(=C(C=C5OC)Cl)OC)C,0.6416038
CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C,0.33122644
C1CN2CCC1[C@@H](C2)[C@@H](C3=CC=CC=C3)NC(=O)C4=C(C=CC(=C4Cl)C(F)(F)F)Cl,0.16232105
C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)F)C=C2C(=O)NC4=CC5=C(C=C4)NC=C5,0.5181549
C1=CC2=C(C(=C1)O)N=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.61936575
C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,0.14675191
C[C@H]([C@@H](C(=O)O)N)O,0.104760714
CN(C)C1=CC=C(C=C1)SC#N,0.22572885
CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,0.35305735
C1=CC(=CN=C1)C(C2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)Cl)O,0.7345501
CCCCCCC1CCCC(=O)O1,0.17939319
CC1C(C(CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,0.5163868
CCN(CC)C(=S)[S-],0.8126276
